Code,Date,Time,Open,High,Low,Close,Volume,Turnover,MatchItems,Interest
000004.SH1,20130104,93000,1882.0671,1882.0671,1882.0671,1882.0671,60224000,469973800.0000,0,0
000004.SH1,20130104,94000,1884.2479,1886.0876,1871.4546,1871.4546,754753400,6313409700.0000,0,0
000004.SH1,20130104,95000,1871.3942,1871.8912,1867.9777,1868.7324,434082400,3784661100.0000,0,0
000004.SH1,20130104,100000,1868.8806,1875.9119,1868.5864,1875.7558,451291800,3949379000.0000,0,0
000004.SH1,20130104,101000,1876.2222,1876.2222,1873.5499,1873.6161,410270900,3879803700.0000,0,0
000004.SH1,20130104,102000,1873.4300,1874.2286,1871.1858,1873.5747,361244100,3296590800.0000,0,0
000004.SH1,20130104,103000,1873.6614,1876.7625,1873.4381,1873.4969,336602400,2798211200.0000,0,0
000004.SH1,20130104,104000,1873.3854,1873.3854,1863.2692,1864.9550,455318300,3745241700.0000,0,0
000004.SH1,20130104,105000,1864.2917,1867.2257,1863.8188,1867.0683,230145900,1984122700.0000,0,0
000004.SH1,20130104,110000,1867.2448,1867.4636,1863.4045,1863.5685,198674300,1720983100.0000,0,0
000004.SH1,20130104,111000,1863.4426,1864.0071,1861.2784,1861.9729,234326200,2001192600.0000,0,0
000004.SH1,20130104,112000,1861.8109,1861.8109,1851.1972,1853.8050,346482100,2884154000.0000,0,0
000004.SH1,20130104,113000,1856.4785,1858.6227,1855.7914,1858.3351,188939700,1594502600.0000,0,0
000004.SH1,20130104,131000,1858.1217,1863.8273,1857.0085,1862.6961,209851800,1791503800.0000,0,0
000004.SH1,20130104,132000,1863.4534,1864.1700,1860.6533,1861.1193,139221700,1270616100.0000,0,0
000004.SH1,20130104,133000,1861.1655,1864.7391,1859.8986,1864.5167,150029900,1386829600.0000,0,0
000004.SH1,20130104,134000,1864.5051,1866.1711,1863.0816,1865.2196,174853800,1629648800.0000,0,0
000004.SH1,20130104,135000,1865.2659,1865.2920,1863.4313,1864.6193,172259200,1544484400.0000,0,0
000004.SH1,20130104,140000,1864.9138,1865.9701,1864.0588,1864.8733,183786000,1578890900.0000,0,0
000004.SH1,20130104,141000,1865.4240,1870.0820,1865.1129,1868.2715,281335600,2240362100.0000,0,0
000004.SH1,20130104,142000,1868.6586,1872.5634,1867.8751,1872.5634,268962700,2238841500.0000,0,0
000004.SH1,20130104,143000,1872.6947,1873.1549,1869.1449,1869.1449,285506500,2422751400.0000,0,0
000004.SH1,20130104,144000,1869.6307,1869.6307,1864.2848,1865.0587,253689200,2146100600.0000,0,0
000004.SH1,20130104,145000,1865.4764,1867.1313,1864.0943,1867.0366,237427600,2048199000.0000,0,0
000004.SH1,20130104,150000,1866.4633,1866.8675,1865.2456,1866.1089,399620900,3276622200.0000,0,0
