Code,Date,Time,Open,High,Low,Close,Volume,Turnover,MatchItems,Interest
000001.SZ1,20130104,93000,16.3200,16.3200,16.3200,16.3200,663000,10820160.0000,277,0
000001.SZ1,20130104,93100,16.3200,16.3200,16.1000,16.2000,959906,15599350.0000,448,0
000001.SZ1,20130104,93200,16.2200,16.2900,16.2200,16.2600,350379,5693934.0000,129,0
000001.SZ1,20130104,93300,16.2600,16.3200,16.2600,16.3200,450123,7334167.0000,149,0
000001.SZ1,20130104,93400,16.3400,16.3500,16.2900,16.3500,571916,9333035.0000,193,0
000001.SZ1,20130104,93500,16.3400,16.3500,16.3100,16.3200,255474,4171299.0000,127,0
000001.SZ1,20130104,93600,16.3300,16.3900,16.3200,16.3900,728217,11917609.0000,299,0
000001.SZ1,20130104,93700,16.4100,16.4500,16.3900,16.4300,1102873,18100419.0000,288,0
000001.SZ1,20130104,93800,16.4100,16.4100,16.3100,16.3700,1607832,26329233.0000,291,0
000001.SZ1,20130104,93900,16.3700,16.4000,16.3000,16.3300,763893,12486089.0000,149,0
000001.SZ1,20130104,94000,16.3300,16.3500,16.3200,16.3400,704028,11497003.0000,129,0
000001.SZ1,20130104,94100,16.3400,16.3400,16.3000,16.3100,1047021,17075965.0000,124,0
000001.SZ1,20130104,94200,16.3000,16.3200,16.2900,16.3100,351618,5734539.0000,148,0
000001.SZ1,20130104,94300,16.3000,16.3100,16.2900,16.3000,209500,3415083.0000,95,0
000001.SZ1,20130104,94400,16.3000,16.3000,16.2600,16.2600,286076,4658165.0000,61,0
000001.SZ1,20130104,94500,16.2600,16.2700,16.2400,16.2400,220100,3577877.0000,64,0
000001.SZ1,20130104,94600,16.2300,16.2300,16.1000,16.1700,490361,7933813.0000,152,0
000001.SZ1,20130104,94700,16.1500,16.1700,16.1200,16.1400,315978,5105660.0000,109,0
000001.SZ1,20130104,94800,16.1500,16.2000,16.1500,16.1900,275390,4459498.0000,68,0
000001.SZ1,20130104,94900,16.1900,16.2000,16.1500,16.2000,157668,2550981.0000,81,0
000001.SZ1,20130104,95000,16.2000,16.2400,16.1900,16.2200,137110,2225228.0000,55,0
000001.SZ1,20130104,95100,16.2300,16.2400,16.2200,16.2400,186123,3020763.0000,60,0
000001.SZ1,20130104,95200,16.2300,16.2700,16.2300,16.2700,342947,5573379.0000,86,0
000001.SZ1,20130104,95300,16.2700,16.3000,16.2600,16.2900,535196,8713302.0000,94,0
000001.SZ1,20130104,95400,16.2900,16.3000,16.2900,16.2900,168350,2743409.0000,93,0
000001.SZ1,20130104,95500,16.2900,16.3100,16.2700,16.3000,439760,7172590.0000,160,0
000001.SZ1,20130104,95600,16.3000,16.3100,16.2800,16.2900,145288,2367884.0000,67,0
000001.SZ1,20130104,95700,16.3000,16.3200,16.3000,16.3100,169722,2767482.0000,72,0
000001.SZ1,20130104,95800,16.3100,16.3300,16.3000,16.3000,575784,9391109.0000,110,0
000001.SZ1,20130104,95900,16.3000,16.3500,16.3000,16.3000,438122,7154474.0000,134,0
000001.SZ1,20130104,100000,16.3100,16.3100,16.3000,16.3000,258046,4206841.0000,76,0
000001.SZ1,20130104,100100,16.3000,16.3000,16.2800,16.2800,247015,4024331.0000,83,0
000001.SZ1,20130104,100200,16.2900,16.2900,16.2700,16.2800,231025,3759794.0000,76,0
000001.SZ1,20130104,100300,16.2500,16.2500,16.2100,16.2300,341264,5545142.0000,49,0
000001.SZ1,20130104,100400,16.2400,16.2400,16.2300,16.2300,136406,2214612.0000,55,0
000001.SZ1,20130104,100500,16.2300,16.2500,16.2200,16.2400,113558,1843664.0000,66,0
000001.SZ1,20130104,100600,16.2300,16.2300,16.2200,16.2300,176394,2862532.0000,48,0
000001.SZ1,20130104,100700,16.2300,16.2300,16.2100,16.2100,264960,4297838.0000,85,0
000001.SZ1,20130104,100800,16.2200,16.2200,16.2100,16.2200,113650,1842684.0000,57,0
000001.SZ1,20130104,100900,16.2100,16.2300,16.2100,16.2300,183727,2979408.0000,60,0
000001.SZ1,20130104,101000,16.2200,16.2300,16.2100,16.2300,132819,2155107.0000,45,0
000001.SZ1,20130104,101100,16.2300,16.2400,16.2200,16.2200,46835,759950.0000,37,0
000001.SZ1,20130104,101200,16.2200,16.2400,16.2200,16.2300,42600,691305.0000,26,0
000001.SZ1,20130104,101300,16.2200,16.2300,16.2200,16.2200,219721,3564502.0000,48,0
000001.SZ1,20130104,101400,16.2200,16.2500,16.2200,16.2500,126499,2053867.0000,47,0
000001.SZ1,20130104,101500,16.2500,16.2500,16.2400,16.2400,167470,2719919.0000,56,0
000001.SZ1,20130104,101600,16.2400,16.2500,16.2300,16.2300,308352,5006505.0000,64,0
000001.SZ1,20130104,101700,16.2300,16.2500,16.2200,16.2400,244937,3975187.0000,83,0
000001.SZ1,20130104,101800,16.2300,16.2400,16.2300,16.2300,62805,1019534.0000,25,0
000001.SZ1,20130104,101900,16.2400,16.2500,16.2300,16.2500,86022,1397038.0000,33,0
000001.SZ1,20130104,102000,16.2400,16.2500,16.2400,16.2400,233800,3798429.0000,46,0
000001.SZ1,20130104,102100,16.2400,16.2600,16.2400,16.2600,500143,8127624.0000,72,0
000001.SZ1,20130104,102200,16.2700,16.2700,16.2600,16.2700,226500,3684806.0000,62,0
000001.SZ1,20130104,102300,16.2700,16.2700,16.2600,16.2700,222544,3619781.0000,34,0
000001.SZ1,20130104,102400,16.2700,16.2800,16.2600,16.2800,96599,1571243.0000,46,0
000001.SZ1,20130104,102500,16.2700,16.2800,16.2700,16.2800,121322,1975484.0000,61,0
000001.SZ1,20130104,102600,16.2800,16.3000,16.2800,16.3000,63218,1029680.0000,51,0
000001.SZ1,20130104,102700,16.3000,16.3000,16.2800,16.2900,70812,1153629.0000,53,0
000001.SZ1,20130104,102800,16.2900,16.3000,16.2900,16.3000,240598,3920985.0000,38,0
000001.SZ1,20130104,102900,16.3000,16.3000,16.2800,16.2900,50022,814441.0000,36,0
000001.SZ1,20130104,103000,16.2800,16.2800,16.2500,16.2600,438773,7138710.0000,124,0
000001.SZ1,20130104,103100,16.2500,16.2500,16.1900,16.1900,1153214,18726728.0000,257,0
000001.SZ1,20130104,103200,16.1900,16.1900,16.1200,16.1200,843283,13622974.0000,129,0
000001.SZ1,20130104,103300,16.1200,16.1300,16.0700,16.1300,450478,7261303.0000,197,0
000001.SZ1,20130104,103400,16.1300,16.1300,16.0900,16.1000,84700,1364453.0000,67,0
000001.SZ1,20130104,103500,16.1000,16.1100,16.0500,16.0800,332700,5349303.0000,153,0
000001.SZ1,20130104,103600,16.1100,16.1100,16.0800,16.0800,82600,1328355.0000,62,0
000001.SZ1,20130104,103700,16.0900,16.0900,16.0700,16.0800,77399,1244720.0000,65,0
000001.SZ1,20130104,103800,16.0900,16.1000,16.0800,16.0900,341416,5495290.0000,68,0
000001.SZ1,20130104,103900,16.0900,16.1000,16.0800,16.1000,107083,1722973.0000,51,0
000001.SZ1,20130104,104000,16.0900,16.1200,16.0900,16.1200,254192,4094034.0000,40,0
000001.SZ1,20130104,104100,16.1300,16.1400,16.1300,16.1400,69933,1128767.0000,49,0
000001.SZ1,20130104,104200,16.1200,16.1500,16.1200,16.1200,64300,1037670.0000,34,0
000001.SZ1,20130104,104300,16.1000,16.1200,16.1000,16.1000,48767,785547.0000,33,0
000001.SZ1,20130104,104400,16.1100,16.1200,16.0900,16.1100,71620,1153315.0000,46,0
000001.SZ1,20130104,104500,16.1100,16.1200,16.1000,16.1200,86700,1397269.0000,37,0
000001.SZ1,20130104,104600,16.1100,16.1200,16.1000,16.1200,27800,447717.0000,33,0
000001.SZ1,20130104,104700,16.1200,16.1300,16.1000,16.1200,65283,1052260.0000,45,0
000001.SZ1,20130104,104800,16.1300,16.1500,16.1300,16.1400,25357,409185.0000,30,0
000001.SZ1,20130104,104900,16.1500,16.1500,16.1000,16.1100,74360,1198823.0000,60,0
000001.SZ1,20130104,105000,16.1100,16.1100,16.0800,16.0800,239882,3858823.0000,72,0
000001.SZ1,20130104,105100,16.0800,16.0800,16.0600,16.0600,105400,1693193.0000,65,0
000001.SZ1,20130104,105200,16.0800,16.0800,16.0400,16.0800,207081,3323610.0000,115,0
000001.SZ1,20130104,105300,16.0800,16.0800,16.0600,16.0700,308160,4955064.0000,18,0
000001.SZ1,20130104,105400,16.0700,16.0800,16.0600,16.0600,44700,718082.0000,23,0
000001.SZ1,20130104,105500,16.0600,16.0700,16.0400,16.0600,85376,1370289.0000,66,0
000001.SZ1,20130104,105600,16.0600,16.0700,16.0600,16.0700,55399,890039.0000,33,0
000001.SZ1,20130104,105700,16.0700,16.0700,16.0500,16.0500,45755,734768.0000,30,0
000001.SZ1,20130104,105800,16.0500,16.0600,16.0400,16.0400,75646,1214052.0000,58,0
000001.SZ1,20130104,105900,16.0400,16.0600,16.0300,16.0600,165361,2652837.0000,82,0
000001.SZ1,20130104,110000,16.0400,16.0500,16.0400,16.0400,59200,949856.0000,34,0
000001.SZ1,20130104,110100,16.0400,16.0400,16.0300,16.0300,49839,799400.0000,38,0
000001.SZ1,20130104,110200,16.0400,16.0500,16.0300,16.0300,49800,798444.0000,36,0
000001.SZ1,20130104,110300,16.0300,16.0400,16.0200,16.0200,106755,1711018.0000,78,0
000001.SZ1,20130104,110400,16.0300,16.0400,16.0200,16.0400,70359,1127344.0000,50,0
000001.SZ1,20130104,110500,16.0400,16.0400,16.0200,16.0400,71432,1145351.0000,59,0
000001.SZ1,20130104,110600,16.0400,16.0500,16.0300,16.0300,47044,754332.0000,36,0
000001.SZ1,20130104,110700,16.0400,16.0400,16.0300,16.0300,40900,656011.0000,33,0
000001.SZ1,20130104,110800,16.0300,16.0400,16.0300,16.0400,42700,684580.0000,21,0
000001.SZ1,20130104,110900,16.0400,16.0400,16.0200,16.0300,50201,804812.0000,45,0
000001.SZ1,20130104,111000,16.0400,16.0400,16.0100,16.0100,165909,2656865.0000,119,0
000001.SZ1,20130104,111100,16.0100,16.0100,16.0000,16.0000,599691,9595494.0000,112,0
000001.SZ1,20130104,111200,16.0000,16.0100,15.9800,16.0000,126204,2018726.0000,101,0
000001.SZ1,20130104,111300,16.0000,16.0000,15.9500,15.9500,205500,3284081.0000,102,0
000001.SZ1,20130104,111400,15.9500,15.9700,15.9500,15.9500,170900,2728966.0000,46,0
000001.SZ1,20130104,111500,15.9600,15.9700,15.9500,15.9600,204110,3257950.0000,69,0
000001.SZ1,20130104,111600,15.9500,15.9600,15.9400,15.9500,171895,2742256.0000,106,0
000001.SZ1,20130104,111700,15.9500,15.9500,15.9300,15.9500,209809,3344638.0000,68,0
