Code,Date,Time,Open,High,Low,Close,Volume,Turnover,MatchItems,Interest
000004.SH1,20130104,93000,1882.0671,1882.0671,1882.0671,1882.0671,60224000,469973800.0000,0,0
000004.SH1,20130104,93100,1884.2479,1886.0876,1882.0020,1882.0020,154059700,1264124600.0000,0,0
000004.SH1,20130104,93200,1881.6747,1884.0608,1880.0341,1880.8988,88690400,731557500.0000,0,0
000004.SH1,20130104,93300,1880.5174,1881.0075,1879.3606,1879.3606,73741800,607611300.0000,0,0
000004.SH1,20130104,93400,1879.1927,1880.2803,1879.0908,1879.4387,64285200,536997400.0000,0,0
000004.SH1,20130104,93500,1879.3656,1880.3213,1879.1191,1880.0295,60799300,503009800.0000,0,0
000004.SH1,20130104,93600,1879.7990,1880.2033,1879.0333,1879.0417,57680600,494026300.0000,0,0
000004.SH1,20130104,93700,1879.4556,1879.6358,1877.9763,1878.4910,64330000,555156300.0000,0,0
000004.SH1,20130104,93800,1878.0786,1878.1025,1876.2161,1876.5456,65544500,537951000.0000,0,0
000004.SH1,20130104,93900,1875.5243,1875.8753,1873.6373,1873.6373,63231700,545342500.0000,0,0
000004.SH1,20130104,94000,1873.8593,1873.8593,1871.4546,1871.4546,62390200,537633000.0000,0,0
000004.SH1,20130104,94100,1871.3942,1871.3942,1870.1211,1870.1211,53431700,474571500.0000,0,0
000004.SH1,20130104,94200,1870.2356,1870.8376,1869.7812,1870.1900,46661600,401999800.0000,0,0
000004.SH1,20130104,94300,1870.5472,1871.5245,1869.9657,1871.3611,47650900,402790800.0000,0,0
000004.SH1,20130104,94400,1870.7487,1871.8912,1870.7487,1871.3658,42086100,368767700.0000,0,0
000004.SH1,20130104,94500,1871.2838,1871.8196,1870.8167,1871.6294,37559900,342447200.0000,0,0
000004.SH1,20130104,94600,1870.5975,1870.6084,1869.6990,1869.8953,42745700,392350100.0000,0,0
000004.SH1,20130104,94700,1869.6457,1869.6457,1868.7108,1868.9021,42214700,360421700.0000,0,0
000004.SH1,20130104,94800,1868.7339,1868.8894,1867.9777,1868.1195,40896800,356206100.0000,0,0
000004.SH1,20130104,94900,1868.2205,1869.4100,1868.1167,1869.4100,39048400,335499600.0000,0,0
000004.SH1,20130104,95000,1868.5339,1869.1744,1868.4052,1868.7324,41786600,349606600.0000,0,0
000004.SH1,20130104,95100,1868.8806,1869.4088,1868.5864,1869.3828,39743300,343224800.0000,0,0
