Code,Date,Time,Open,High,Low,Close,Volume,Turnover,MatchItems,Interest
000004.SZ1,20130104,93000,8.1900,8.1900,8.1900,8.1900,5100,41769.0000,5,0
000004.SZ1,20130104,93100,8.1900,8.2100,8.1900,8.2100,3200,26212.0000,7,0
000004.SZ1,20130104,93200,8.2100,8.2100,8.2100,8.2100,0,0.0000,0,0
000004.SZ1,20130104,93300,8.2100,8.2400,8.2100,8.2400,3000,24720.0000,3,0
000004.SZ1,20130104,93400,8.2400,8.2600,8.2400,8.2600,5500,45330.0000,4,0
000004.SZ1,20130104,93500,8.2600,8.2600,8.2200,8.2200,10400,85608.0000,3,0
000004.SZ1,20130104,93600,8.2200,8.2600,8.2200,8.2600,31600,260952.0000,5,0
000004.SZ1,20130104,93700,8.2600,8.2600,8.2300,8.2300,5000,41150.0000,1,0
000004.SZ1,20130104,93800,8.2300,8.2300,8.2300,8.2300,2000,16460.0000,2,0
000004.SZ1,20130104,93900,8.2300,8.2300,8.2300,8.2300,1800,14814.0000,3,0
000004.SZ1,20130104,94000,8.2300,8.2300,8.2200,8.2200,7000,57571.0000,6,0
000004.SZ1,20130104,94100,8.2100,8.2100,8.2100,8.2100,3200,26277.0000,7,0
000004.SZ1,20130104,94200,8.2100,8.2100,8.1900,8.1900,3900,31976.0000,3,0
000004.SZ1,20130104,94300,8.1900,8.1900,8.1900,8.1900,500,4095.0000,1,0
000004.SZ1,20130104,94400,8.1900,8.1900,8.1900,8.1900,1300,10647.0000,2,0
000004.SZ1,20130104,94500,8.2000,8.2000,8.1900,8.1900,26800,219512.0000,8,0
000004.SZ1,20130104,94600,8.2100,8.2100,8.1900,8.1900,2300,18839.0000,2,0
000004.SZ1,20130104,94700,8.1800,8.1800,8.1800,8.1800,5000,40910.0000,4,0
000004.SZ1,20130104,94800,8.1800,8.1800,8.1800,8.1800,0,0.0000,0,0
000004.SZ1,20130104,94900,8.1800,8.1900,8.1800,8.1900,100,819.0000,1,0
000004.SZ1,20130104,95000,8.1800,8.1900,8.1800,8.1900,6800,55632.0000,2,0
000004.SZ1,20130104,95100,8.1900,8.1900,8.1800,8.1900,5600,45853.0000,6,0
000004.SZ1,20130104,95200,8.1900,8.2000,8.1900,8.2000,22700,186140.0000,8,0
000004.SZ1,20130104,95300,8.2000,8.2000,8.1900,8.2000,3600,29495.0000,3,0
000004.SZ1,20130104,95400,8.2000,8.2000,8.2000,8.2000,800,6560.0000,1,0
000004.SZ1,20130104,95500,8.2000,8.2000,8.2000,8.2000,0,0.0000,0,0
000004.SZ1,20130104,95600,8.1800,8.1800,8.1800,8.1800,15000,122700.0000,10,0
000004.SZ1,20130104,95700,8.1800,8.1800,8.1800,8.1800,10990,89898.0000,1,0
000004.SZ1,20130104,95800,8.1900,8.1900,8.1900,8.1900,300,2457.0000,1,0
000004.SZ1,20130104,95900,8.1900,8.1900,8.1900,8.1900,1000,8190.0000,3,0
000004.SZ1,20130104,100000,8.1900,8.1900,8.1800,8.1900,2600,21293.0000,3,0
000004.SZ1,20130104,100100,8.1800,8.1800,8.1800,8.1800,7000,57260.0000,2,0
000004.SZ1,20130104,100200,8.1800,8.1800,8.1800,8.1800,16310,133416.0000,6,0
000004.SZ1,20130104,100300,8.1800,8.1800,8.1800,8.1800,2000,16360.0000,3,0
000004.SZ1,20130104,100400,8.1800,8.1800,8.1800,8.1800,0,0.0000,0,0
000004.SZ1,20130104,100500,8.1800,8.1800,8.1800,8.1800,0,0.0000,0,0
000004.SZ1,20130104,100600,8.1800,8.1800,8.1700,8.1700,300,2453.0000,2,0
000004.SZ1,20130104,100700,8.1700,8.1800,8.1600,8.1600,13500,110290.0000,8,0
000004.SZ1,20130104,100800,8.1600,8.1800,8.1600,8.1600,1200,9796.0000,5,0
000004.SZ1,20130104,100900,8.1600,8.1700,8.1600,8.1700,1300,10611.0000,2,0
000004.SZ1,20130104,101000,8.1700,8.1800,8.1700,8.1700,7300,59677.0000,2,0
000004.SZ1,20130104,101100,8.1700,8.1700,8.1700,8.1700,0,0.0000,0,0
000004.SZ1,20130104,101200,8.1700,8.1700,8.1600,8.1600,1000,8160.0000,1,0
000004.SZ1,20130104,101300,8.1600,8.1600,8.1500,8.1500,8600,70112.0000,7,0
000004.SZ1,20130104,101400,8.1500,8.1500,8.1500,8.1500,5200,42380.0000,6,0
000004.SZ1,20130104,101500,8.1500,8.1500,8.1500,8.1500,500,4075.0000,1,0
000004.SZ1,20130104,101600,8.1500,8.1600,8.1500,8.1600,1100,8973.0000,2,0
000004.SZ1,20130104,101700,8.1600,8.1600,8.1600,8.1600,4300,35088.0000,3,0
000004.SZ1,20130104,101800,8.1600,8.1600,8.1500,8.1600,8500,69359.0000,8,0
000004.SZ1,20130104,101900,8.1600,8.1700,8.1600,8.1700,500,4085.0000,1,0
000004.SZ1,20130104,102000,8.1700,8.1700,8.1700,8.1700,500,4085.0000,1,0
000004.SZ1,20130104,102100,8.1700,8.1700,8.1700,8.1700,500,4085.0000,2,0
000004.SZ1,20130104,102200,8.1700,8.1800,8.1700,8.1700,1000,8175.0000,4,0
000004.SZ1,20130104,102300,8.1700,8.1700,8.1600,8.1600,700,5712.0000,1,0
000004.SZ1,20130104,102400,8.1700,8.1700,8.1700,8.1700,700,5719.0000,1,0
000004.SZ1,20130104,102500,8.1700,8.1700,8.1600,8.1600,300,2448.0000,1,0
000004.SZ1,20130104,102600,8.1600,8.1600,8.1600,8.1600,900,7344.0000,2,0
000004.SZ1,20130104,102700,8.1600,8.1600,8.1600,8.1600,0,0.0000,0,0
000004.SZ1,20130104,102800,8.1600,8.1600,8.1600,8.1600,1400,11424.0000,1,0
000004.SZ1,20130104,102900,8.1600,8.1600,8.1600,8.1600,0,0.0000,0,0
000004.SZ1,20130104,103000,8.1600,8.1600,8.1600,8.1600,2500,20400.0000,1,0
000004.SZ1,20130104,103100,8.1600,8.1600,8.1500,8.1500,16399,133763.0000,13,0
000004.SZ1,20130104,103200,8.1500,8.1500,8.1400,8.1400,5000,40712.0000,8,0
000004.SZ1,20130104,103300,8.1500,8.1500,8.1500,8.1500,16900,137735.0000,3,0
000004.SZ1,20130104,103400,8.1500,8.1500,8.1400,8.1500,1200,9770.0000,2,0
000004.SZ1,20130104,103500,8.1500,8.1500,8.1400,8.1400,800,6519.0000,2,0
000004.SZ1,20130104,103600,8.1900,8.2000,8.1900,8.1900,33000,270394.0000,18,0
000004.SZ1,20130104,103700,8.1900,8.1900,8.1900,8.1900,0,0.0000,0,0
000004.SZ1,20130104,103800,8.1900,8.1900,8.1500,8.1500,16000,130400.0000,7,0
000004.SZ1,20130104,103900,8.1500,8.1500,8.1500,8.1500,0,0.0000,0,0
000004.SZ1,20130104,104000,8.1500,8.1500,8.1500,8.1500,0,0.0000,0,0
000004.SZ1,20130104,104100,8.1500,8.1500,8.1500,8.1500,8100,66015.0000,7,0
000004.SZ1,20130104,104200,8.1500,8.1500,8.1500,8.1500,3000,24450.0000,3,0
000004.SZ1,20130104,104300,8.1500,8.1500,8.1500,8.1500,1800,14670.0000,1,0
000004.SZ1,20130104,104400,8.1500,8.1500,8.1400,8.1400,200,1628.0000,1,0
000004.SZ1,20130104,104500,8.1400,8.1500,8.1400,8.1500,2900,23626.0000,2,0
000004.SZ1,20130104,104600,8.1500,8.1500,8.1500,8.1500,100,815.0000,1,0
000004.SZ1,20130104,104700,8.1400,8.1400,8.1400,8.1400,100,814.0000,1,0
000004.SZ1,20130104,104800,8.1400,8.1500,8.1400,8.1500,9400,76610.0000,2,0
000004.SZ1,20130104,104900,8.1500,8.1500,8.1500,8.1500,0,0.0000,0,0
000004.SZ1,20130104,105000,8.1500,8.1500,8.1500,8.1500,100,815.0000,1,0
000004.SZ1,20130104,105100,8.1500,8.1500,8.1500,8.1500,0,0.0000,0,0
000004.SZ1,20130104,105200,8.1500,8.1500,8.1500,8.1500,0,0.0000,0,0
000004.SZ1,20130104,105300,8.1500,8.1500,8.1500,8.1500,1900,15485.0000,1,0
000004.SZ1,20130104,105400,8.1500,8.1500,8.1500,8.1500,10700,87205.0000,3,0
000004.SZ1,20130104,105500,8.1500,8.1500,8.1500,8.1500,0,0.0000,0,0
000004.SZ1,20130104,105600,8.1500,8.2000,8.1500,8.2000,9700,79467.0000,6,0
000004.SZ1,20130104,105700,8.2000,8.2000,8.1500,8.1500,1000,8150.0000,1,0
000004.SZ1,20130104,105800,8.1500,8.1900,8.1500,8.1900,4400,36036.0000,3,0
000004.SZ1,20130104,105900,8.1900,8.2000,8.1900,8.2000,6000,49179.0000,3,0
000004.SZ1,20130104,110000,8.2000,8.2000,8.2000,8.2000,0,0.0000,0,0
000004.SZ1,20130104,110100,8.2000,8.2000,8.2000,8.2000,0,0.0000,0,0
000004.SZ1,20130104,110200,8.1600,8.1600,8.1600,8.1600,900,7344.0000,1,0
000004.SZ1,20130104,110300,8.1600,8.1600,8.1600,8.1600,0,0.0000,0,0
000004.SZ1,20130104,110400,8.1600,8.1600,8.1600,8.1600,0,0.0000,0,0
000004.SZ1,20130104,110500,8.1600,8.1600,8.1600,8.1600,0,0.0000,0,0
000004.SZ1,20130104,110600,8.1600,8.1600,8.1600,8.1600,0,0.0000,0,0
000004.SZ1,20130104,110700,8.1900,8.1900,8.1900,8.1900,1000,8190.0000,1,0
000004.SZ1,20130104,110800,8.1900,8.1900,8.1900,8.1900,0,0.0000,0,0
000004.SZ1,20130104,110900,8.1900,8.1900,8.1800,8.1800,3500,28630.0000,1,0
000004.SZ1,20130104,111000,8.1600,8.1800,8.1600,8.1800,5000,40820.0000,5,0
000004.SZ1,20130104,111100,8.1800,8.1800,8.1800,8.1800,0,0.0000,0,0
000004.SZ1,20130104,111200,8.1800,8.1800,8.1800,8.1800,100,818.0000,1,0
000004.SZ1,20130104,111300,8.1800,8.1800,8.1800,8.1800,2200,17996.0000,2,0
000004.SZ1,20130104,111400,8.1800,8.1800,8.1600,8.1600,3500,28560.0000,3,0
000004.SZ1,20130104,111500,8.1600,8.1600,8.1600,8.1600,0,0.0000,0,0
